Mes-Ano;cdProduto;Meta
12-2019;2315;R$ 142,61
12-2019;2318;R$ 54,18
12-2019;2390;R$ 44,41
12-2019;2392;R$ 5.612,93
12-2019;2393;R$ 232,89
12-2019;2394;R$ 2.268,21
12-2019;2396;R$ 73,58
12-2019;2402;R$ 27,72
12-2019;2406;R$ 37,23
12-2019;2407;R$ 13,84
12-2019;2409;R$ 24,24
12-2019;2420;R$ 26,53
12-2019;2422;R$ 484,58
12-2019;2423;R$ 264,17
12-2019;2432;R$ 548,32
12-2019;2433;R$ 286,96
12-2019;2434;R$ 277,29
12-2019;2435;R$ 1.010,21
12-2019;2437;R$ 1.119,52
12-2019;2439;R$ 259,79
12-2019;2444;R$ 790,09
12-2019;2445;R$ 16.233,53
12-2019;2446;R$ 942,77
12-2019;2460;R$ 12.687,61
12-2019;2464;R$ 786,76
12-2019;2467;R$ 2.578,27
12-2019;2472;R$ 3.029,56
12-2019;2473;R$ 684,85
12-2019;2474;R$ 315,06
12-2019;2475;R$ 265,04
12-2019;2476;R$ 936,14
12-2019;2481;R$ 1.172,46
12-2019;2484;R$ 26,26
12-2019;2486;R$ 63,26
12-2019;2489;R$ 548,79
12-2019;2490;R$ 3.651,95
12-2019;2491;R$ 3.242,45
12-2019;2492;R$ 78,51
12-2019;2493;R$ 20,24
12-2019;2494;R$ 1.717,19
12-2019;2504;R$ 164,78
12-2019;2505;R$ 295,36
12-2019;2509;R$ 14,06
12-2019;2510;R$ 16,74
12-2019;2511;R$ 3.434,75
12-2019;2512;R$ 3.835,92
12-2019;2513;R$ 351,85
12-2019;2514;R$ 1.010,46
12-2019;2515;R$ 1.167,10
12-2019;2517;R$ 60,05
12-2019;2524;R$ 2.889,19
12-2019;2526;R$ 234,45
12-2019;2531;R$ 122,79
12-2019;2536;R$ 345,78
12-2019;2542;R$ 253,71
12-2019;2547;R$ 23,09
12-2019;2549;R$ 1.062,00
12-2019;2556;R$ 94,14
12-2019;2558;R$ 16,49
12-2019;2567;R$ 1.257,39
12-2019;2574;R$ 28,29
12-2019;2577;R$ 342,62
12-2019;2584;R$ 352,02
12-2019;2585;R$ 199,31
12-2019;2586;R$ 84,40
12-2019;2593;R$ 23,29
12-2019;2594;R$ 12,21
12-2019;2597;R$ 98,77
12-2019;2601;R$ 2.113,17
12-2019;2602;R$ 1.539,96
12-2019;2609;R$ 41,93
12-2019;2613;R$ 1.409,63
12-2019;2614;R$ 50,95
12-2019;2615;R$ 19,29
12-2019;2619;R$ 33,11
12-2019;2620;R$ 12,00
12-2019;2621;R$ 373,94
12-2019;2622;R$ 1.039,48
12-2019;2623;R$ 335,19
12-2019;2626;R$ 106,43
12-2019;2627;R$ 607,18
12-2019;2633;R$ 1.401,55
12-2019;2635;R$ 869,20
12-2019;2636;R$ 49,91
12-2019;2637;R$ 129,12
12-2019;2638;R$ 48,29
12-2019;2639;R$ 42,54
12-2019;2640;R$ 39,35
12-2019;2641;R$ 67,28
12-2019;2642;R$ 540,25
12-2019;2648;R$ 83,05
12-2019;2651;R$ 286,70
12-2019;2652;R$ 767,76
12-2019;2653;R$ 650,22
12-2019;2654;R$ 44,25
12-2019;2655;R$ 81,05
12-2019;2656;R$ 32,50
12-2019;2657;R$ 140,24
12-2019;2660;R$ 60,21
12-2019;2663;R$ 17,78
12-2019;2665;R$ 186,05
12-2019;2666;R$ 1.142,01
12-2019;2667;R$ 1.169,60
12-2019;2668;R$ 927,62
12-2019;2670;R$ 517,65
12-2019;2671;R$ 377,96
12-2019;2672;R$ 743,65
12-2019;2673;R$ 105,92
12-2019;2676;R$ 676,59
12-2019;2677;R$ 368,01
12-2019;2683;R$ 169,24
12-2019;2684;R$ 152,20
12-2019;2685;R$ 564,11
12-2019;2687;R$ 715,13
