Mes-Ano;cdProduto;Meta
7-2019;581;R$ 3.801,03
7-2019;645;R$ 118,44
7-2019;660;R$ 772,27
7-2019;661;R$ 2.417,70
7-2019;662;R$ 10.631,45
7-2019;665;R$ 958,97
7-2019;668;R$ 5.909,56
7-2019;691;R$ 2.498,25
7-2019;692;R$ 3.365,82
7-2019;693;R$ 1.260,79
7-2019;694;R$ 1.223,69
7-2019;695;R$ 211,21
7-2019;696;R$ 757,77
7-2019;702;R$ 1.706,72
7-2019;703;R$ 934,81
7-2019;741;R$ 659,14
7-2019;771;R$ 373,17
7-2019;824;R$ 57,08
7-2019;825;R$ 1.218,23
7-2019;829;R$ 214,55
7-2019;830;R$ 189,88
7-2019;835;R$ 2.591,25
7-2019;838;R$ 6.127,53
7-2019;839;R$ 10.187,12
7-2019;845;R$ 6.422,30
7-2019;876;R$ 9.617,88
7-2019;877;R$ 130,87
7-2019;878;R$ 2.216,89
7-2019;886;R$ 3.244,96
7-2019;935;R$ 2.445,51
7-2019;965;R$ 1.236,88
7-2019;1019;R$ 2.512,04
7-2019;1048;R$ 2.814,30
7-2019;1049;R$ 121,41
7-2019;1057;R$ 24,12
7-2019;1073;R$ 460,74
7-2019;1074;R$ 252,83
7-2019;1082;R$ 1.155,36
7-2019;1085;R$ 125,18
7-2019;1086;R$ 229,53
7-2019;1131;R$ 1.389,10
7-2019;1132;R$ 2.217,84
7-2019;1133;R$ 3.483,55
7-2019;1135;R$ 2.473,09
7-2019;1150;R$ 2.574,76
7-2019;1151;R$ 1.385,47
7-2019;1152;R$ 678,42
7-2019;1154;R$ 5.384,98
7-2019;1155;R$ 2.985,77
7-2019;1166;R$ 812,11
7-2019;1170;R$ 4.345,08
7-2019;1179;R$ 673,89
7-2019;1204;R$ 624,01
7-2019;1205;R$ 735,76
7-2019;1206;R$ 2.062,61
7-2019;1207;R$ 346,03
7-2019;1211;R$ 123,34
7-2019;1212;R$ 216,09
7-2019;1216;R$ 1.356,89
7-2019;1224;R$ 54,02
7-2019;1231;R$ 994,76
7-2019;1232;R$ 977,07
7-2019;1234;R$ 104,37
7-2019;1235;R$ 224,22
7-2019;1236;R$ 139,39
7-2019;1259;R$ 142,83
7-2019;1260;R$ 40,27
7-2019;1339;R$ 1.087,10
7-2019;1372;R$ 41,37
7-2019;1374;R$ 98,93
7-2019;1376;R$ 29,40
7-2019;1377;R$ 267,31
7-2019;1378;R$ 98,79
7-2019;1389;R$ 3.430,77
7-2019;1390;R$ 469,22
7-2019;1399;R$ 62,42
7-2019;1417;R$ 551,23
7-2019;1420;R$ 4.005,16
7-2019;1421;R$ 8.824,57
7-2019;1456;R$ 402,55
7-2019;1468;R$ 2.305,40
7-2019;1484;R$ 656,80
7-2019;1491;R$ 223,01
7-2019;1497;R$ 3.182,35
7-2019;1518;R$ 1.404,96
7-2019;1521;R$ 2.252,79
7-2019;1527;R$ 4.603,14
7-2019;1530;R$ 3.394,76
7-2019;1556;R$ 817,39
7-2019;1557;R$ 1.694,81
7-2019;1560;R$ 611,46
7-2019;1561;R$ 819,15
7-2019;1596;R$ 1.309,41
7-2019;1597;R$ 108,67
7-2019;1603;R$ 2.349,94
7-2019;1606;R$ 749,98
7-2019;1607;R$ 735,67
7-2019;1608;R$ 309,86
7-2019;1651;R$ 51,91
7-2019;1652;R$ 492,89
7-2019;1653;R$ 553,81
7-2019;1658;R$ 739,07
7-2019;1659;R$ 1.690,17
7-2019;1667;R$ 202,25
7-2019;1706;R$ 1.942,60
7-2019;1707;R$ 34,86
7-2019;1721;R$ 118,34
7-2019;1722;R$ 15,35
7-2019;1723;R$ 1.675,68
7-2019;1737;R$ 24,52
7-2019;1759;R$ 892,19
7-2019;1760;R$ 1.672,22
7-2019;1763;R$ 1.591,08
7-2019;1766;R$ 397,49
7-2019;1767;R$ 1.184,63
7-2019;1769;R$ 8.331,31
7-2019;1783;R$ 3.196,06
7-2019;1790;R$ 24,41
7-2019;1791;R$ 96,49
7-2019;1792;R$ 777,82
7-2019;1795;R$ 106,74
7-2019;1800;R$ 231,17
7-2019;1815;R$ 86,29
7-2019;1824;R$ 25,14
7-2019;1829;R$ 2.072,20
7-2019;1830;R$ 628,81
7-2019;1831;R$ 1.115,84
7-2019;1839;R$ 24.048,90
7-2019;1840;R$ 309,88
7-2019;1841;R$ 783,83
7-2019;1842;R$ 7.364,67
7-2019;1845;R$ 51,78
7-2019;1847;R$ 228,25
7-2019;1848;R$ 298,87
7-2019;1849;R$ 39,50
7-2019;1854;R$ 78,87
7-2019;1862;R$ 1.833,01
7-2019;1863;R$ 212,33
7-2019;1925;R$ 2.637,50
7-2019;1927;R$ 57,13
7-2019;1937;R$ 1.735,29
7-2019;1938;R$ 585,86
7-2019;1939;R$ 1.371,34
7-2019;1942;R$ 384,75
7-2019;1943;R$ 716,65
7-2019;1948;R$ 9.645,85
7-2019;1950;R$ 19,91
7-2019;1951;R$ 331,15
7-2019;1963;R$ 6.389,74
7-2019;1965;R$ 624,82
7-2019;1966;R$ 9.747,48
7-2019;1967;R$ 1.478,71
7-2019;1968;R$ 17.741,26
7-2019;1972;R$ 4.286,03
7-2019;1973;R$ 82,27
7-2019;1978;R$ 831,22
7-2019;1979;R$ 1.290,40
7-2019;1981;R$ 169,00
7-2019;1982;R$ 69,97
7-2019;1983;R$ 1.145,58
7-2019;1985;R$ 48,70
7-2019;1987;R$ 2.448,43
7-2019;1988;R$ 484,05
7-2019;1990;R$ 212,15
7-2019;1991;R$ 36,32
7-2019;1993;R$ 555,22
7-2019;1999;R$ 456,17
7-2019;2003;R$ 554,44
7-2019;2004;R$ 548,53
7-2019;2022;R$ 45,28
7-2019;2023;R$ 781,36
7-2019;2024;R$ 2.380,17
7-2019;2025;R$ 3.610,97
7-2019;2026;R$ 5.525,21
7-2019;2046;R$ 193,45
7-2019;2052;R$ 386,94
7-2019;2053;R$ 228,29
7-2019;2054;R$ 544,31
7-2019;2055;R$ 226,19
7-2019;2056;R$ 162,00
7-2019;2057;R$ 133,54
7-2019;2058;R$ 25,19
7-2019;2059;R$ 42,21
7-2019;2060;R$ 401,88
7-2019;2061;R$ 424,17
7-2019;2062;R$ 130,44
7-2019;2063;R$ 95,19
7-2019;2064;R$ 129,82
7-2019;2065;R$ 308,34
7-2019;2066;R$ 146,68
7-2019;2067;R$ 110,85
7-2019;2068;R$ 459,58
7-2019;2069;R$ 180,38
7-2019;2070;R$ 170,59
7-2019;2072;R$ 632,58
7-2019;2073;R$ 90,87
7-2019;2075;R$ 71,27
7-2019;2080;R$ 206,65
7-2019;2098;R$ 8.682,95
7-2019;2103;R$ 3.037,61
7-2019;2104;R$ 3.903,60
7-2019;2105;R$ 3.618,54
7-2019;2106;R$ 3.220,73
7-2019;2107;R$ 953,50
7-2019;2108;R$ 34,80
7-2019;2109;R$ 1.078,84
7-2019;2120;R$ 419,15
7-2019;2141;R$ 66,89
7-2019;2159;R$ 11,47
7-2019;2160;R$ 26,65
7-2019;2161;R$ 673,36
7-2019;2164;R$ 84,98
7-2019;2165;R$ 16,97
7-2019;2166;R$ 1.785,51
7-2019;2168;R$ 8,93
7-2019;2172;R$ 63,56
7-2019;2174;R$ 376,61
7-2019;2181;R$ 54,05
7-2019;2188;R$ 132,57
7-2019;2191;R$ 100,75
7-2019;2197;R$ 143,71
7-2019;2198;R$ 40,71
7-2019;2201;R$ 41,64
7-2019;2202;R$ 21,14
7-2019;2212;R$ 98,53
7-2019;2216;R$ 993,93
7-2019;2217;R$ 455,33
7-2019;2218;R$ 620,83
7-2019;2221;R$ 77,50
7-2019;2222;R$ 43,12
7-2019;2223;R$ 318,41
7-2019;2224;R$ 83,96
7-2019;2225;R$ 367,95
7-2019;2226;R$ 336,04
7-2019;2227;R$ 270,00
7-2019;2228;R$ 230,45
7-2019;2232;R$ 1.550,42
7-2019;2233;R$ 23.349,71
7-2019;2234;R$ 1.022,61
7-2019;2238;R$ 89,69
7-2019;2239;R$ 574,97
7-2019;2247;R$ 334,73
7-2019;2255;R$ 3.850,47
7-2019;2256;R$ 352,59
7-2019;2257;R$ 2.543,29
7-2019;2258;R$ 513,33
7-2019;2262;R$ 1.361,60
7-2019;2264;R$ 64,43
7-2019;2268;R$ 1.597,26
7-2019;2269;R$ 780,23
7-2019;2270;R$ 1.614,95
7-2019;2271;R$ 3.370,22
7-2019;2272;R$ 10.993,36
7-2019;2273;R$ 6.540,77
7-2019;2274;R$ 3.496,05
7-2019;2277;R$ 18,20
7-2019;2279;R$ 3.097,51
7-2019;2280;R$ 7.952,52
7-2019;2282;R$ 1.768,40
7-2019;2294;R$ 38,71
7-2019;2296;R$ 75,02
7-2019;2297;R$ 89,45
7-2019;2298;R$ 52,48
7-2019;2300;R$ 112,08
7-2019;2301;R$ 29,67
7-2019;2302;R$ 23,61
7-2019;2303;R$ 22,82
7-2019;2304;R$ 70,04
7-2019;2306;R$ 27,51
7-2019;2307;R$ 89,36
7-2019;2308;R$ 15,54
7-2019;2309;R$ 161,57
7-2019;2314;R$ 263,06
7-2019;2315;R$ 1.232,92
7-2019;2316;R$ 241,54
7-2019;2317;R$ 137,89
7-2019;2318;R$ 813,46
7-2019;2319;R$ 611,95
7-2019;2323;R$ 196,06
7-2019;2337;R$ 224,70
7-2019;2354;R$ 98,04
7-2019;2390;R$ 16,92
7-2019;2392;R$ 8.502,78
7-2019;2393;R$ 2.651,06
7-2019;2394;R$ 1.257,41
7-2019;2396;R$ 212,59
7-2019;2402;R$ 230,55
7-2019;2407;R$ 32,49
7-2019;2412;R$ 73,91
7-2019;2422;R$ 1.210,65
7-2019;2423;R$ 1.181,92
7-2019;2432;R$ 263,37
7-2019;2433;R$ 633,12
7-2019;2435;R$ 388,26
7-2019;2436;R$ 328,72
7-2019;2437;R$ 2.492,45
7-2019;2439;R$ 387,89
7-2019;2444;R$ 388,23
7-2019;2445;R$ 47.267,17
7-2019;2446;R$ 1.105,49
7-2019;2450;R$ 265,09
7-2019;2452;R$ 1.041,74
7-2019;2460;R$ 3.347,19
7-2019;2461;R$ 378,14
7-2019;2464;R$ 138,85
7-2019;2467;R$ 137,44
7-2019;2469;R$ 431,89
7-2019;2472;R$ 7.609,97
7-2019;2473;R$ 1.659,58
7-2019;2474;R$ 778,45
7-2019;2475;R$ 361,78
7-2019;2476;R$ 375,74
7-2019;2484;R$ 148,64
7-2019;2485;R$ 555,79
7-2019;2493;R$ 129,04
7-2019;2494;R$ 43,84
7-2019;2496;R$ 27,92
7-2019;2504;R$ 370,87
7-2019;2505;R$ 392,96
7-2019;2511;R$ 11.810,94
7-2019;2512;R$ 4.748,46
7-2019;2513;R$ 782,38
7-2019;2514;R$ 1.874,55
7-2019;2515;R$ 1.965,25
7-2019;2516;R$ 141,97
7-2019;2517;R$ 948,06
7-2019;2520;R$ 619,92
7-2019;2522;R$ 24,54
7-2019;2524;R$ 2.626,39
7-2019;2526;R$ 587,34
7-2019;2527;R$ 185,41
7-2019;2530;R$ 443,61
7-2019;2531;R$ 255,62
7-2019;2536;R$ 259,01
7-2019;2538;R$ 172,31
7-2019;2542;R$ 362,66
7-2019;2547;R$ 10,27
7-2019;2549;R$ 1.571,74
7-2019;2551;R$ 37,31
7-2019;2552;R$ 22,35
7-2019;2554;R$ 20,11
7-2019;2556;R$ 199,01
7-2019;2558;R$ 286,15
7-2019;2563;R$ 41,57
7-2019;2567;R$ 180,74
7-2019;2570;R$ 319,88
7-2019;2573;R$ 113,57
7-2019;2574;R$ 1.073,41
7-2019;2575;R$ 119,21
7-2019;2577;R$ 1.686,67
7-2019;2583;R$ 823,12
7-2019;2584;R$ 366,58
7-2019;2585;R$ 310,50
7-2019;2591;R$ 31,64
7-2019;2592;R$ 472,88
7-2019;2597;R$ 21,12
7-2019;2601;R$ 161,82
7-2019;2602;R$ 278,85
7-2019;2603;R$ 781,16
7-2019;2604;R$ 1.958,83
7-2019;2608;R$ 5.954,73
7-2019;2611;R$ 13,19
7-2019;2612;R$ 537,99
7-2019;2613;R$ 2.017,94
7-2019;2619;R$ 86,24
7-2019;2620;R$ 21,42
7-2019;2621;R$ 675,56
7-2019;2622;R$ 5.604,62
7-2019;2624;R$ 230,09
8-2019;111;R$ 1.249,14
8-2019;114;R$ 2.999,93
8-2019;118;R$ 2.099,58
8-2019;120;R$ 1.637,43
8-2019;142;R$ 191,16
8-2019;143;R$ 335,64
8-2019;144;R$ 153,43
8-2019;146;R$ 4.141,62
8-2019;157;R$ 6.413,05
8-2019;158;R$ 3.911,05
8-2019;159;R$ 1.716,16
8-2019;168;R$ 1.826,30
8-2019;175;R$ 6.699,38
8-2019;176;R$ 2.254,74
8-2019;180;R$ 5.678,40
8-2019;183;R$ 325,98
8-2019;187;R$ 833,27
8-2019;191;R$ 966,37
8-2019;202;R$ 8.573,81
8-2019;203;R$ 9.565,69
8-2019;210;R$ 3.014,22
8-2019;231;R$ 709,65
8-2019;235;R$ 20.191,11
8-2019;238;R$ 5.359,37
8-2019;252;R$ 129,93
8-2019;256;R$ 983,67
8-2019;257;R$ 4.219,63
8-2019;258;R$ 555,67
8-2019;260;R$ 6.730,65
8-2019;276;R$ 461,73
8-2019;278;R$ 2.205,04
8-2019;279;R$ 6.401,74
8-2019;280;R$ 2.247,91
8-2019;282;R$ 543,14
8-2019;283;R$ 2.110,14
8-2019;290;R$ 9.169,52
8-2019;291;R$ 3.871,85
8-2019;292;R$ 5.980,49
8-2019;305;R$ 238,06
8-2019;318;R$ 16.753,10
8-2019;320;R$ 6.313,45
8-2019;321;R$ 21.413,59
8-2019;333;R$ 1.035,00
8-2019;334;R$ 1.411,62
8-2019;344;R$ 155,14
8-2019;370;R$ 4.480,56
8-2019;378;R$ 1.073,42
8-2019;379;R$ 1.736,74
8-2019;386;R$ 25,93
8-2019;406;R$ 283,45
8-2019;438;R$ 1.347,82
8-2019;439;R$ 398,74
8-2019;440;R$ 1.404,10
8-2019;442;R$ 2.089,88
8-2019;462;R$ 500,02
8-2019;467;R$ 397,83
8-2019;468;R$ 684,88
8-2019;469;R$ 381,93
8-2019;473;R$ 232,28
8-2019;476;R$ 162,50
8-2019;477;R$ 325,16
8-2019;481;R$ 291,54
8-2019;483;R$ 93,06
8-2019;487;R$ 341,52
8-2019;492;R$ 4.698,65
8-2019;513;R$ 3.961,71
8-2019;514;R$ 497,99
8-2019;527;R$ 58.461,20
8-2019;548;R$ 2.572,57
8-2019;559;R$ 476,70
8-2019;581;R$ 8.339,84
8-2019;645;R$ 377,87
8-2019;660;R$ 1.957,42
8-2019;661;R$ 4.209,75
8-2019;662;R$ 10.294,57
8-2019;665;R$ 1.269,88
8-2019;668;R$ 6.842,42
8-2019;691;R$ 5.509,60
8-2019;692;R$ 1.600,76
8-2019;693;R$ 5.474,43
8-2019;694;R$ 2.643,83
8-2019;695;R$ 157,97
8-2019;696;R$ 333,72
8-2019;702;R$ 966,31
8-2019;703;R$ 381,31
8-2019;741;R$ 955,46
8-2019;771;R$ 549,26
8-2019;775;R$ 109,44
8-2019;811;R$ 223,46
8-2019;824;R$ 383,46
8-2019;825;R$ 811,26
8-2019;829;R$ 592,48
8-2019;830;R$ 566,68
8-2019;835;R$ 1.928,37
8-2019;838;R$ 12.675,33
8-2019;839;R$ 13.635,32
8-2019;845;R$ 11.566,59
8-2019;876;R$ 4.104,38
8-2019;878;R$ 3.390,11
8-2019;886;R$ 6.578,14
8-2019;935;R$ 1.979,99
8-2019;965;R$ 2.038,03
8-2019;1019;R$ 1.533,22
8-2019;1031;R$ 22,92
8-2019;1046;R$ 438,56
8-2019;1048;R$ 3.023,88
8-2019;1057;R$ 209,35
8-2019;1073;R$ 859,28
8-2019;1074;R$ 925,01
8-2019;1082;R$ 897,42
8-2019;1085;R$ 431,79
8-2019;1086;R$ 345,03
8-2019;1131;R$ 1.505,64
8-2019;1132;R$ 1.805,57
8-2019;1133;R$ 2.696,60
8-2019;1135;R$ 9.594,62
8-2019;1150;R$ 1.875,69
8-2019;1151;R$ 1.244,87
8-2019;1152;R$ 390,50
8-2019;1154;R$ 22.313,44
8-2019;1155;R$ 4.548,84
8-2019;1166;R$ 1.444,02
8-2019;1170;R$ 16.250,37
8-2019;1172;R$ 26,07
8-2019;1204;R$ 779,29
8-2019;1205;R$ 586,43
8-2019;1206;R$ 1.462,72
8-2019;1207;R$ 314,44
8-2019;1212;R$ 321,13
8-2019;1216;R$ 3.537,50
8-2019;1224;R$ 196,94
8-2019;1231;R$ 725,13
8-2019;1232;R$ 2.271,65
8-2019;1234;R$ 556,55
8-2019;1235;R$ 101,05
8-2019;1236;R$ 43,77
8-2019;1244;R$ 28,01
8-2019;1259;R$ 69,77
8-2019;1303;R$ 16,31
8-2019;1339;R$ 418,36
8-2019;1372;R$ 97,81
8-2019;1374;R$ 208,83
8-2019;1376;R$ 103,69
8-2019;1377;R$ 75,24
8-2019;1378;R$ 363,27
8-2019;1389;R$ 3.420,11
8-2019;1390;R$ 288,11
8-2019;1417;R$ 840,13
8-2019;1420;R$ 7.886,43
8-2019;1421;R$ 6.809,04
8-2019;1456;R$ 304,68
8-2019;1468;R$ 1.162,42
8-2019;1484;R$ 575,88
8-2019;1491;R$ 70,85
8-2019;1497;R$ 1.821,95
8-2019;1518;R$ 2.544,60
8-2019;1521;R$ 2.710,30
8-2019;1527;R$ 6.394,49
8-2019;1530;R$ 879,78
8-2019;1556;R$ 549,93
8-2019;1557;R$ 1.134,52
8-2019;1560;R$ 1.806,28
8-2019;1561;R$ 781,83
8-2019;1596;R$ 1.104,39
8-2019;1597;R$ 61,51
8-2019;1603;R$ 9.457,37
8-2019;1606;R$ 591,73
8-2019;1607;R$ 912,21
8-2019;1608;R$ 1.426,58
8-2019;1652;R$ 144,63
8-2019;1653;R$ 4.108,29
8-2019;1658;R$ 2.650,02
8-2019;1659;R$ 2.356,11
8-2019;1667;R$ 335,19
8-2019;1706;R$ 1.520,99
8-2019;1707;R$ 597,38
8-2019;1721;R$ 136,88
8-2019;1722;R$ 11,93
8-2019;1723;R$ 1.423,52
8-2019;1737;R$ 142,07
8-2019;1759;R$ 2.477,05
8-2019;1760;R$ 1.138,75
8-2019;1763;R$ 546,50
8-2019;1767;R$ 4.015,59
8-2019;1769;R$ 5.974,47
8-2019;1782;R$ 92,47
8-2019;1783;R$ 2.069,45
8-2019;1790;R$ 52,71
8-2019;1791;R$ 66,01
8-2019;1792;R$ 1.762,17
8-2019;1795;R$ 395,61
8-2019;1800;R$ 90,29
8-2019;1815;R$ 196,64
8-2019;1829;R$ 3.086,46
8-2019;1830;R$ 1.470,81
8-2019;1831;R$ 4.351,08
8-2019;1839;R$ 15.507,21
8-2019;1840;R$ 437,81
8-2019;1841;R$ 4.767,10
8-2019;1842;R$ 7.476,11
8-2019;1845;R$ 19,95
8-2019;1847;R$ 832,80
8-2019;1848;R$ 559,30
8-2019;1849;R$ 240,19
8-2019;1862;R$ 2.041,19
8-2019;1863;R$ 431,96
8-2019;1925;R$ 457,24
8-2019;1937;R$ 205,43
8-2019;1938;R$ 75,89
8-2019;1939;R$ 2.090,76
8-2019;1942;R$ 419,33
8-2019;1943;R$ 1.001,40
8-2019;1948;R$ 3.244,73
8-2019;1951;R$ 1.270,34
8-2019;1963;R$ 4.066,98
8-2019;1965;R$ 384,66
8-2019;1966;R$ 6.947,28
8-2019;1967;R$ 4.084,71
8-2019;1968;R$ 14.948,07
8-2019;1972;R$ 6.603,48
8-2019;1979;R$ 530,49
8-2019;1983;R$ 689,77
8-2019;1985;R$ 44,94
8-2019;1986;R$ 32,12
8-2019;1987;R$ 193,58
8-2019;1988;R$ 27,41
8-2019;1989;R$ 65,99
8-2019;1990;R$ 527,74
8-2019;1991;R$ 97,31
8-2019;1993;R$ 410,97
8-2019;1999;R$ 1.118,54
8-2019;2003;R$ 216,03
8-2019;2022;R$ 52,48
8-2019;2023;R$ 939,12
8-2019;2024;R$ 3.680,85
8-2019;2025;R$ 1.939,31
8-2019;2026;R$ 3.307,08
8-2019;2052;R$ 199,83
8-2019;2053;R$ 236,66
8-2019;2054;R$ 653,11
8-2019;2055;R$ 148,91
8-2019;2056;R$ 107,07
8-2019;2057;R$ 11,87
8-2019;2058;R$ 325,31
8-2019;2059;R$ 23,43
8-2019;2060;R$ 195,86
8-2019;2061;R$ 161,85
8-2019;2062;R$ 112,26
8-2019;2063;R$ 182,03
8-2019;2064;R$ 121,66
8-2019;2065;R$ 204,07
8-2019;2066;R$ 160,72
8-2019;2067;R$ 197,91
8-2019;2068;R$ 376,49
8-2019;2069;R$ 115,74
8-2019;2070;R$ 169,01
8-2019;2072;R$ 422,70
8-2019;2073;R$ 143,06
8-2019;2080;R$ 535,01
8-2019;2098;R$ 9.903,52
8-2019;2103;R$ 9.460,29
8-2019;2104;R$ 2.194,39
8-2019;2105;R$ 2.975,95
8-2019;2106;R$ 510,73
8-2019;2107;R$ 1.864,04
8-2019;2108;R$ 555,20
8-2019;2109;R$ 115,70
8-2019;2120;R$ 654,78
8-2019;2121;R$ 187,89
8-2019;2151;R$ 1.211,06
8-2019;2161;R$ 1.803,87
8-2019;2165;R$ 17,86
8-2019;2166;R$ 3.051,39
8-2019;2173;R$ 314,10
8-2019;2174;R$ 2.997,62
8-2019;2181;R$ 29,04
8-2019;2185;R$ 70,35
8-2019;2188;R$ 302,60
8-2019;2191;R$ 65,68
8-2019;2193;R$ 24,68
8-2019;2197;R$ 211,79
8-2019;2198;R$ 61,12
8-2019;2200;R$ 344,20
8-2019;2202;R$ 63,20
8-2019;2204;R$ 70,24
8-2019;2216;R$ 21,44
8-2019;2217;R$ 82,19
8-2019;2218;R$ 617,44
8-2019;2222;R$ 47,32
8-2019;2223;R$ 77,02
8-2019;2224;R$ 186,79
8-2019;2225;R$ 160,83
8-2019;2226;R$ 242,45
8-2019;2227;R$ 330,88
8-2019;2228;R$ 31,58
8-2019;2232;R$ 1.837,50
8-2019;2233;R$ 29.568,84
8-2019;2234;R$ 1.049,08
8-2019;2239;R$ 633,21
8-2019;2247;R$ 303,09
8-2019;2255;R$ 1.617,17
8-2019;2256;R$ 323,64
8-2019;2257;R$ 1.538,94
8-2019;2258;R$ 614,79
8-2019;2262;R$ 1.795,45
8-2019;2264;R$ 30,77
8-2019;2268;R$ 6.349,32
8-2019;2269;R$ 3.037,36
8-2019;2270;R$ 2.933,77
8-2019;2271;R$ 9.168,63
8-2019;2272;R$ 6.874,67
8-2019;2273;R$ 15.368,58
8-2019;2274;R$ 7.436,85
8-2019;2277;R$ 319,92
8-2019;2279;R$ 4.737,66
8-2019;2280;R$ 9.681,88
8-2019;2282;R$ 2.824,61
8-2019;2294;R$ 69,30
8-2019;2296;R$ 36,35
8-2019;2297;R$ 120,53
8-2019;2298;R$ 104,24
8-2019;2300;R$ 91,91
8-2019;2301;R$ 50,88
8-2019;2302;R$ 31,05
8-2019;2303;R$ 163,57
8-2019;2304;R$ 31,14
8-2019;2305;R$ 38,55
8-2019;2307;R$ 105,76
8-2019;2309;R$ 12,02
8-2019;2314;R$ 654,11
8-2019;2315;R$ 1.377,46
8-2019;2316;R$ 57,58
8-2019;2317;R$ 487,11
8-2019;2318;R$ 466,33
8-2019;2319;R$ 1.007,48
8-2019;2323;R$ 1.710,07
8-2019;2354;R$ 415,09
8-2019;2385;R$ 26,27
8-2019;2390;R$ 5,09
8-2019;2391;R$ 13,20
8-2019;2392;R$ 16.043,95
8-2019;2393;R$ 2.170,11
8-2019;2394;R$ 874,58
8-2019;2396;R$ 568,27
8-2019;2402;R$ 91,72
8-2019;2407;R$ 50,83
8-2019;2412;R$ 113,99
8-2019;2422;R$ 2.186,51
8-2019;2423;R$ 2.272,44
8-2019;2432;R$ 1.793,82
8-2019;2433;R$ 2.197,35
8-2019;2434;R$ 338,88
8-2019;2435;R$ 1.690,53
8-2019;2436;R$ 3.295,87
8-2019;2437;R$ 1.637,02
8-2019;2439;R$ 1.014,05
8-2019;2444;R$ 1.418,69
8-2019;2445;R$ 37.870,31
8-2019;2446;R$ 1.169,17
8-2019;2450;R$ 265,55
8-2019;2452;R$ 80,23
8-2019;2460;R$ 6.137,78
8-2019;2461;R$ 92,56
8-2019;2464;R$ 423,60
8-2019;2467;R$ 479,98
8-2019;2469;R$ 779,66
8-2019;2472;R$ 22.902,86
8-2019;2473;R$ 1.666,16
8-2019;2474;R$ 1.591,87
8-2019;2475;R$ 1.293,50
8-2019;2476;R$ 1.256,42
8-2019;2481;R$ 197,22
8-2019;2484;R$ 106,79
8-2019;2493;R$ 20,29
8-2019;2494;R$ 626,72
8-2019;2504;R$ 497,53
8-2019;2505;R$ 1.536,71
8-2019;2506;R$ 20,44
8-2019;2507;R$ 49,95
8-2019;2508;R$ 13,92
8-2019;2509;R$ 17,49
8-2019;2511;R$ 7.658,31
8-2019;2512;R$ 731,94
8-2019;2513;R$ 1.595,01
8-2019;2514;R$ 2.684,20
8-2019;2515;R$ 3.234,17
8-2019;2516;R$ 370,94
8-2019;2517;R$ 72,52
8-2019;2519;R$ 29,50
8-2019;2520;R$ 1.574,02
8-2019;2524;R$ 6.133,68
8-2019;2526;R$ 493,20
8-2019;2527;R$ 157,01
8-2019;2530;R$ 230,34
8-2019;2531;R$ 87,49
8-2019;2536;R$ 602,27
8-2019;2542;R$ 503,48
8-2019;2547;R$ 354,99
8-2019;2549;R$ 2.441,69
8-2019;2552;R$ 175,59
8-2019;2554;R$ 48,33
8-2019;2556;R$ 245,43
8-2019;2557;R$ 6,87
8-2019;2558;R$ 312,36
8-2019;2567;R$ 687,12
8-2019;2574;R$ 728,32
8-2019;2577;R$ 476,19
8-2019;2583;R$ 954,25
8-2019;2584;R$ 433,35
8-2019;2585;R$ 40,56
8-2019;2586;R$ 164,41
8-2019;2590;R$ 82,91
8-2019;2591;R$ 78,45
8-2019;2597;R$ 50,20
8-2019;2601;R$ 603,48
8-2019;2602;R$ 380,47
8-2019;2603;R$ 295,86
8-2019;2604;R$ 2.094,84
8-2019;2605;R$ 64,97
8-2019;2607;R$ 239,50
8-2019;2608;R$ 244,32
8-2019;2609;R$ 18,96
8-2019;2611;R$ 46,86
8-2019;2612;R$ 200,22
8-2019;2613;R$ 6.149,97
8-2019;2619;R$ 265,20
8-2019;2620;R$ 129,39
8-2019;2621;R$ 767,21
8-2019;2622;R$ 19.375,28
8-2019;2624;R$ 779,73
8-2019;2627;R$ 218,78
8-2019;2633;R$ 15,04
8-2019;2635;R$ 610,28
8-2019;2651;R$ 94,16
8-2019;2672;R$ 679,69
9-2019;108;R$ 160,77
9-2019;111;R$ 46,87
9-2019;114;R$ 4.976,38
9-2019;118;R$ 4.391,65
9-2019;120;R$ 3.541,58
9-2019;142;R$ 168,34
9-2019;143;R$ 198,59
9-2019;144;R$ 260,72
9-2019;146;R$ 9.756,31
9-2019;157;R$ 15.884,97
9-2019;158;R$ 4.288,97
9-2019;159;R$ 989,50
9-2019;168;R$ 1.483,22
9-2019;175;R$ 6.168,93
9-2019;176;R$ 2.406,12
9-2019;180;R$ 2.445,93
9-2019;183;R$ 716,89
9-2019;186;R$ 189,07
9-2019;187;R$ 2.656,69
9-2019;202;R$ 15.308,82
9-2019;203;R$ 24.433,35
9-2019;210;R$ 3.825,40
9-2019;231;R$ 1.847,54
9-2019;235;R$ 29.929,67
9-2019;238;R$ 9.942,75
9-2019;252;R$ 54,82
9-2019;256;R$ 938,06
9-2019;257;R$ 9.475,28
9-2019;258;R$ 522,80
9-2019;260;R$ 8.227,70
9-2019;276;R$ 817,56
9-2019;278;R$ 8.365,83
9-2019;279;R$ 1.703,12
9-2019;280;R$ 1.797,47
9-2019;282;R$ 1.244,87
9-2019;283;R$ 6.437,57
9-2019;290;R$ 17.828,67
9-2019;291;R$ 6.607,23
9-2019;292;R$ 8.040,38
